2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
2,0.42,0.42,0.42,0.42
3,1.09,1.09,1.09,1.09
4,1.93,1.93,1.93,1.93
5,2.17,2.17,2.17,2.17
6,0.18,0.18,0.18,0.18
7,1.09,1.09,1.09,1.09
8,-0.41,-0.41,-0.41,-0.41
9,0.71,0.71,0.71,0.71
10,0.2,0.2,0.2,0.2
11,-0.2,-0.2,-0.2,-0.2
12,2.02,2.02,2.02,2.02
