2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
2,0.33,0.33,0.33,0.33
3,0.1,0.1,0.1,0.1
4,3.98,3.98,3.98,3.98
5,0.13,0.13,0.13,0.13
6,0.59,0.59,0.59,0.59
7,-0.78,-0.78,-0.78,-0.78
8,1.08,1.08,1.08,1.08
9,1.68,1.68,1.68,1.68
10,0.96,0.96,0.96,0.96
11,0.02,0.02,0.02,0.02
12,-0.18,-0.18,-0.18,-0.18
