2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
2,1.56,1.56,1.56,1.56
3,0.59,0.59,0.59,0.59
4,0.32,0.32,0.32,0.32
5,0.66,0.66,0.66,0.66
6,-0.68,-0.68,-0.68,-0.68
7,1.79,1.79,1.79,1.79
8,1.63,1.63,1.63,1.63
9,-0.28,-0.28,-0.28,-0.28
10,3.08,3.08,3.08,3.08
11,1.01,1.01,1.01,1.01
12,0.65,0.65,0.65,0.65
