2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
2,0.47,0.47,0.47,0.47
3,0.19,0.19,0.19,0.19
4,0.47,0.47,0.47,0.47
5,1,1,1,1
6,1.74,1.74,1.74,1.74
7,0.73,0.73,0.73,0.73
8,2.52,2.52,2.52,2.52
9,0.07,0.07,0.07,0.07
10,-0.9,-0.9,-0.9,-0.9
11,1.66,1.66,1.66,1.66
12,-0.67,-0.67,-0.67,-0.67
