2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
2,0.27,0.27,0.27,0.27
3,1.66,1.66,1.66,1.66
4,0.61,0.61,0.61,0.61
5,0.39,0.39,0.39,0.39
6,1.75,1.75,1.75,1.75
7,-0.16,-0.16,-0.16,-0.16
8,2.9,2.9,2.9,2.9
9,0.35,0.35,0.35,0.35
10,2.05,2.05,2.05,2.05
11,0.75,0.75,0.75,0.75
12,1.74,1.74,1.74,1.74
