2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
2,0.84,0.84,0.84,0.84
3,1.85,1.85,1.85,1.85
4,2.57,2.57,2.57,2.57
5,1.19,1.19,1.19,1.19
6,1.09,1.09,1.09,1.09
7,1.08,1.08,1.08,1.08
8,-0.87,-0.87,-0.87,-0.87
9,0.88,0.88,0.88,0.88
10,-0.58,-0.58,-0.58,-0.58
11,0.35,0.35,0.35,0.35
12,1.34,1.34,1.34,1.34
