"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
1,1,1,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,2,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,3,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
1,2,1,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,2,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,3,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
1,3,1,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,2,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,3,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,4,0,0,367.29,0.1,0,0,0,0.07984,0.5
2,1,1,0,0,459.1125,0.1,0,0,0,0.0908715120543586,0.1
2,1,2,0,0,459.1125,0.1,0,0,0,0.0765290468053396,0.1
2,1,3,0,0,459.1125,0.1,0,0,0,0.0906259924296038,0.1
2,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
2,2,1,0,0,18.3645,0.1,0,0,0,0.0880970419676857,0.95
2,2,2,0,0,18.3645,0.1,0,0,0,0.0782038999848133,0.95
2,2,3,0,0,18.3645,0.1,0,0,0,0.0881413507020944,0.95
2,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
2,3,1,0,0,367.29,0.1,0,0,0,0.0934943619310343,0.5
2,3,2,0,0,367.29,0.1,0,0,0,0.080880364010568,0.5
2,3,3,0,0,367.29,0.1,0,0,0,0.0933917589807679,0.5
2,3,4,0,0,367.29,0.1,0,0,0,0.0124538848010422,0.5
3,1,1,0,0,459.1125,0.1,0,0,0,0.0693498110009737,0.1
3,1,2,0,0,459.1125,0.1,0,0,0,0.0701442970637361,0.1
3,1,3,0,0,459.1125,0.1,0,0,0,0.0821876767293749,0.1
3,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
3,2,1,0,0,18.3645,0.1,0,0,0,0.0700871541967787,0.95
3,2,2,0,0,18.3645,0.1,0,0,0,0.0707284629957112,0.95
3,2,3,0,0,18.3645,0.1,0,0,0,0.0795444237271413,0.95
3,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
3,3,1,0,0,367.29,0.1,0,0,0,0.0743664622788011,0.5
3,3,2,0,0,367.29,0.1,0,0,0,0.0751293358646303,0.5
3,3,3,0,0,367.29,0.1,0,0,0,0.0862000410673391,0.5
3,3,4,0,0,367.29,0.1,0,0,0,0.0236079904794359,0.5
4,1,1,0,0,459.1125,0.1,0,0,0,0,0.1
4,1,2,0,0,459.1125,0.1,0,0,0,0,0.1
