"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
1,1,1,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,2,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,3,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
1,2,1,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,2,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,3,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
1,3,1,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,2,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,3,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,4,0,0,367.29,0.1,0,0,0,0.07984,0.5
2,1,1,0,0,459.1125,0.1,0,0,0,0.0810885665279118,0.1
2,1,2,0,0,459.1125,0.1,0,0,0,0.0971306245565579,0.1
2,1,3,0,0,459.1125,0.1,0,0,0,0.0988940035771964,0.1
2,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
2,2,1,0,0,18.3645,0.1,0,0,0,0.085375504115616,0.95
2,2,2,0,0,18.3645,0.1,0,0,0,0.0939951578400147,0.95
2,2,3,0,0,18.3645,0.1,0,0,0,0.0986285995477518,0.95
2,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
2,3,1,0,0,367.29,0.1,0,0,0,0.0840651680943913,0.5
2,3,2,0,0,367.29,0.1,0,0,0,0.0964874199734625,0.5
2,3,3,0,0,367.29,0.1,0,0,0,0.0997197901805516,0.5
2,3,4,0,0,367.29,0.1,0,0,0,0.0766797977072234,0.5
3,1,1,0,0,459.1125,0.1,0,0,0,0.0828541966709238,0.1
3,1,2,0,0,459.1125,0.1,0,0,0,0.0551494665102397,0.1
3,1,3,0,0,459.1125,0.1,0,0,0,0.082700079581612,0.1
3,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
3,2,1,0,0,18.3645,0.1,0,0,0,0.0875911542684243,0.95
3,2,2,0,0,18.3645,0.1,0,0,0,0.0501652872772498,0.95
3,2,3,0,0,18.3645,0.1,0,0,0,0.0833895124190129,0.95
3,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
3,3,1,0,0,367.29,0.1,0,0,0,0.080205741270797,0.5
3,3,2,0,0,367.29,0.1,0,0,0,0.0496571389782229,0.5
3,3,3,0,0,367.29,0.1,0,0,0,0.0781920687829065,0.5
3,3,4,0,0,367.29,0.1,0,0,0,0.0576141636743594,0.5
4,1,1,0,0,459.1125,0.1,0,0,0,0.0502634868045437,0.1
