"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
1,1,1,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,2,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,3,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
1,2,1,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,2,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,3,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
1,3,1,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,2,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,3,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,4,0,0,367.29,0.1,0,0,0,0.07984,0.5
2,1,1,0,0,459.1125,0.1,0,0,0,0.0792838399399574,0.1
2,1,2,0,0,459.1125,0.1,0,0,0,0.085809053472651,0.1
2,1,3,0,0,459.1125,0.1,0,0,0,0.0934060199671018,0.1
2,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
2,2,1,0,0,18.3645,0.1,0,0,0,0.0723091660124868,0.95
2,2,2,0,0,18.3645,0.1,0,0,0,0.0798219104909481,0.95
2,2,3,0,0,18.3645,0.1,0,0,0,0.0919259385468773,0.95
2,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
2,3,1,0,0,367.29,0.1,0,0,0,0.0783643676235793,0.5
2,3,2,0,0,367.29,0.1,0,0,0,0.0856227205632932,0.5
2,3,3,0,0,367.29,0.1,0,0,0,0.0958292209258132,0.5
2,3,4,0,0,367.29,0.1,0,0,0,0.072634651700245,0.5
3,1,1,0,0,459.1125,0.1,0,0,0,0.0868745207484021,0.1
3,1,2,0,0,459.1125,0.1,0,0,0,0.0861623237872178,0.1
3,1,3,0,0,459.1125,0.1,0,0,0,0.0855398578855811,0.1
3,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
3,2,1,0,0,18.3645,0.1,0,0,0,0.0830341164437408,0.95
3,2,2,0,0,18.3645,0.1,0,0,0,0.0833748251601662,0.95
3,2,3,0,0,18.3645,0.1,0,0,0,0.0831289361834436,0.95
3,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
3,3,1,0,0,367.29,0.1,0,0,0,0.0897884924293363,0.5
3,3,2,0,0,367.29,0.1,0,0,0,0.0896035179901263,0.5
3,3,3,0,0,367.29,0.1,0,0,0,0.0891489018419178,0.5
3,3,4,0,0,367.29,0.1,0,0,0,0.0665579265177577,0.5
4,1,1,0,0,459.1125,0.1,0,0,0,0.0938212455453566,0.1
