"ChangeStep","Species","Cell","p11","p21","p31","p12","p22","p32","p13","p23","p33"
1,1,1,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,2,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,3,0,0,459.1125,0.1,0,0,0,0.0999,0.1
1,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
1,2,1,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,2,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,3,0,0,18.3645,0.1,0,0,0,0.0997002,0.95
1,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
1,3,1,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,2,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,3,0,0,367.29,0.1,0,0,0,0.0998,0.5
1,3,4,0,0,367.29,0.1,0,0,0,0.07984,0.5
2,1,1,0,0,459.1125,0.1,0,0,0,0.0591836361731088,0.1
2,1,2,0,0,459.1125,0.1,0,0,0,0.0573390414575374,0.1
2,1,3,0,0,459.1125,0.1,0,0,0,0.0588026060567832,0.1
2,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
2,2,1,0,0,18.3645,0.1,0,0,0,0.0583447957973991,0.95
2,2,2,0,0,18.3645,0.1,0,0,0,0.0568789839579619,0.95
2,2,3,0,0,18.3645,0.1,0,0,0,0.0580434545894871,0.95
2,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
2,3,1,0,0,367.29,0.1,0,0,0,0.0648856349331155,0.5
2,3,2,0,0,367.29,0.1,0,0,0,0.0630671786439575,0.5
2,3,3,0,0,367.29,0.1,0,0,0,0.0645108299054195,0.5
2,3,4,0,0,367.29,0.1,0,0,0,0.0566591761727573,0.5
3,1,1,0,0,459.1125,0.1,0,0,0,0.0249527295196763,0.1
3,1,2,0,0,459.1125,0.1,0,0,0,0.0275017359276216,0.1
3,1,3,0,0,459.1125,0.1,0,0,0,0.0277135545957447,0.1
3,1,4,0,0,459.1125,0.1,0,0,0,0,0.1
3,2,1,0,0,18.3645,0.1,0,0,0,0.032878956563755,0.95
3,2,2,0,0,18.3645,0.1,0,0,0,0.0351427327929641,0.95
3,2,3,0,0,18.3645,0.1,0,0,0,0.0351980293653094,0.95
3,2,4,0,0,18.3645,0.1,0,0,0,0,0.95
3,3,1,0,0,367.29,0.1,0,0,0,0.0183364146456527,0.5
3,3,2,0,0,367.29,0.1,0,0,0,0.0198964416724236,0.5
3,3,3,0,0,367.29,0.1,0,0,0,0.0199883446914427,0.5
3,3,4,0,0,367.29,0.1,0,0,0,0.0153706732265806,0.5
4,1,1,0,0,459.1125,0.1,0,0,0,0.0423657548186743,0.1
