2,1,1,1,2
3,1,1,1,2
4,1,1,1,2
5,1,1,1,2
6,1,1,1,2
7,1,1,1,2
8,1,1,1,2
9,1,1,1,2
10,1,1,1,2
11,1,1,1,2
12,1,1,1,2
2,1,1,1,2
3,1,1,1,2
4,1,1,1,2
5,1,1,1,2
6,1,1,1,2
7,1,1,1,2
8,1,1,1,2
9,1,1,1,2
10,1,1,1,2
11,1,1,1,2
12,1,1,1,2
2,1,1,1,2
3,1,1,1,2
4,1,1,1,2
5,1,1,1,2
6,1,1,1,2
7,1,1,1,2
8,1,1,1,2
9,1,1,1,2
10,1,1,1,2
11,1,1,1,2
12,1,1,1,2
2,1,1,1,2
3,1,1,1,2
4,1,1,1,2
5,1,1,1,2
6,1,1,1,2
7,1,1,1,2
8,1,1,1,2
9,1,1,1,2
10,1,1,1,2
11,1,1,1,2
12,1,1,1,2
2,1,1,1,2
3,1,1,1,2
4,1,1,1,2
5,1,1,1,2
6,1,1,1,2
7,1,1,1,2
8,1,1,1,2
9,1,1,1,2
10,1,1,1,2
11,1,1,1,2
12,1,1,1,2
